12th August 2026 18:53:34 IST | destination_available | {"ts_utc": "2026-08-12T13:23:34.528028+00:00", "ts_ist": "12th August 2026 18:53:34 IST", "stream": "4h", "type": "destination_available", "symbol": "EURUSD", "zone_id": "4h-596-1", "direction": "demand", "lower": 1.02918, "upper": 1.03005, "proximal": 1.03005, "distal": 1.02918, "origin_time": 1739232000, "confirmed_at": 1739289600, "state": "unmitigated"}
12th August 2026 18:55:38 IST | destination_available | {"ts_utc": "2026-08-12T13:25:38.832451+00:00", "ts_ist": "12th August 2026 18:55:38 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPAUD", "zone_id": "4h-2930--1", "direction": "supply", "lower": 1.90074, "upper": 1.9023, "proximal": 1.90074, "distal": 1.9023, "origin_time": 1785182400, "confirmed_at": 1785211200, "state": "unmitigated"}
12th August 2026 18:55:38 IST | destination_available | {"ts_utc": "2026-08-12T13:25:38.832451+00:00", "ts_ist": "12th August 2026 18:55:38 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPAUD", "zone_id": "4h-2936-1", "direction": "demand", "lower": 1.90405, "upper": 1.90514, "proximal": 1.90514, "distal": 1.90405, "origin_time": 1785268800, "confirmed_at": 1785297600, "state": "unmitigated"}
12th August 2026 18:55:47 IST | destination_available | {"ts_utc": "2026-08-12T13:25:47.686697+00:00", "ts_ist": "12th August 2026 18:55:47 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCAD", "zone_id": "4h-614-1", "direction": "demand", "lower": 1.77953, "upper": 1.78099, "proximal": 1.78099, "distal": 1.77953, "origin_time": 1739505600, "confirmed_at": 1739548800, "state": "unmitigated"}
12th August 2026 18:55:47 IST | destination_available | {"ts_utc": "2026-08-12T13:25:47.688698+00:00", "ts_ist": "12th August 2026 18:55:47 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCAD", "zone_id": "4h-621-1", "direction": "demand", "lower": 1.78285, "upper": 1.78433, "proximal": 1.78433, "distal": 1.78285, "origin_time": 1739750400, "confirmed_at": 1739808000, "state": "unmitigated"}
12th August 2026 18:55:47 IST | destination_available | {"ts_utc": "2026-08-12T13:25:47.688698+00:00", "ts_ist": "12th August 2026 18:55:47 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCAD", "zone_id": "4h-639-1", "direction": "demand", "lower": 1.79031, "upper": 1.79151, "proximal": 1.79151, "distal": 1.79031, "origin_time": 1740009600, "confirmed_at": 1740067200, "state": "unmitigated"}
12th August 2026 18:55:47 IST | destination_available | {"ts_utc": "2026-08-12T13:25:47.689699+00:00", "ts_ist": "12th August 2026 18:55:47 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCAD", "zone_id": "4h-2356-1", "direction": "demand", "lower": 1.81851, "upper": 1.82268, "proximal": 1.82268, "distal": 1.81851, "origin_time": 1773892800, "confirmed_at": 1773936000, "state": "unmitigated"}
12th August 2026 18:55:47 IST | destination_available | {"ts_utc": "2026-08-12T13:25:47.689699+00:00", "ts_ist": "12th August 2026 18:55:47 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCAD", "zone_id": "4h-2617-1", "direction": "demand", "lower": 1.83022, "upper": 1.83157, "proximal": 1.83157, "distal": 1.83022, "origin_time": 1779062400, "confirmed_at": 1779120000, "state": "unmitigated"}
12th August 2026 18:55:47 IST | destination_available | {"ts_utc": "2026-08-12T13:25:47.690699+00:00", "ts_ist": "12th August 2026 18:55:47 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCAD", "zone_id": "4h-2629-1", "direction": "demand", "lower": 1.84157, "upper": 1.84336, "proximal": 1.84336, "distal": 1.84157, "origin_time": 1779264000, "confirmed_at": 1779292800, "state": "unmitigated"}
12th August 2026 18:55:47 IST | destination_available | {"ts_utc": "2026-08-12T13:25:47.690699+00:00", "ts_ist": "12th August 2026 18:55:47 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCAD", "zone_id": "4h-2714-1", "direction": "demand", "lower": 1.86028, "upper": 1.86115, "proximal": 1.86115, "distal": 1.86028, "origin_time": 1780948800, "confirmed_at": 1780992000, "state": "unmitigated"}
12th August 2026 18:55:47 IST | destination_available | {"ts_utc": "2026-08-12T13:25:47.690699+00:00", "ts_ist": "12th August 2026 18:55:47 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCAD", "zone_id": "4h-2944-1", "direction": "demand", "lower": 1.87448, "upper": 1.87583, "proximal": 1.87583, "distal": 1.87448, "origin_time": 1785369600, "confirmed_at": 1785412800, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.850152+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-35-1", "direction": "demand", "lower": 2.10482, "upper": 2.10972, "proximal": 2.10972, "distal": 2.10482, "origin_time": 1727942400, "confirmed_at": 1728057600, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.851152+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-299-1", "direction": "demand", "lower": 2.15051, "upper": 2.15598, "proximal": 2.15598, "distal": 2.15051, "origin_time": 1733256000, "confirmed_at": 1733284800, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.851152+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-521-1", "direction": "demand", "lower": 2.16781, "upper": 2.17173, "proximal": 2.17173, "distal": 2.16781, "origin_time": 1737691200, "confirmed_at": 1737734400, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.852656+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-596-1", "direction": "demand", "lower": 2.18434, "upper": 2.19044, "proximal": 2.19044, "distal": 2.18434, "origin_time": 1739246400, "confirmed_at": 1739289600, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.852656+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-657-1", "direction": "demand", "lower": 2.2018, "upper": 2.20334, "proximal": 2.20334, "distal": 2.2018, "origin_time": 1740456000, "confirmed_at": 1740484800, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.853660+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-1163-1", "direction": "demand", "lower": 2.22215, "upper": 2.2253, "proximal": 2.2253, "distal": 2.22215, "origin_time": 1750276800, "confirmed_at": 1750305600, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.853660+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-1322--1", "direction": "supply", "lower": 2.22924, "upper": 2.23314, "proximal": 2.22924, "distal": 2.23314, "origin_time": 1753646400, "confirmed_at": 1753675200, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.854659+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-2685-1", "direction": "demand", "lower": 2.26545, "upper": 2.26803, "proximal": 2.26803, "distal": 2.26545, "origin_time": 1780329600, "confirmed_at": 1780416000, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.854659+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-2689-1", "direction": "demand", "lower": 2.26923, "upper": 2.27257, "proximal": 2.27257, "distal": 2.26923, "origin_time": 1780430400, "confirmed_at": 1780473600, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.855659+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-2851--1", "direction": "supply", "lower": 2.34342, "upper": 2.35137, "proximal": 2.34342, "distal": 2.35137, "origin_time": 1783512000, "confirmed_at": 1783598400, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.855659+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-2868--1", "direction": "supply", "lower": 2.31897, "upper": 2.32284, "proximal": 2.31897, "distal": 2.32284, "origin_time": 1783958400, "confirmed_at": 1784001600, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.855659+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-2989-1", "direction": "demand", "lower": 2.28899, "upper": 2.29156, "proximal": 2.29156, "distal": 2.28899, "origin_time": 1786334400, "confirmed_at": 1786377600, "state": "unmitigated"}
12th August 2026 18:55:56 IST | destination_available | {"ts_utc": "2026-08-12T13:25:56.856658+00:00", "ts_ist": "12th August 2026 18:55:56 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-2998-1", "direction": "demand", "lower": 2.2952, "upper": 2.29813, "proximal": 2.29813, "distal": 2.2952, "origin_time": 1786464000, "confirmed_at": 1786507200, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.601847+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-851-1", "direction": "demand", "lower": 86.645, "upper": 87.7, "proximal": 87.7, "distal": 86.645, "origin_time": 1744185600, "confirmed_at": 1744228800, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.602849+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-908-1", "direction": "demand", "lower": 89.633, "upper": 90.006, "proximal": 90.006, "distal": 89.633, "origin_time": 1745308800, "confirmed_at": 1745366400, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.602849+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-945-1", "direction": "demand", "lower": 90.689, "upper": 91.396, "proximal": 91.396, "distal": 90.689, "origin_time": 1746014400, "confirmed_at": 1746057600, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.603855+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-1471-1", "direction": "demand", "lower": 95.814, "upper": 95.944, "proximal": 95.944, "distal": 95.814, "origin_time": 1756411200, "confirmed_at": 1756454400, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.603855+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-1713-1", "direction": "demand", "lower": 98.486, "upper": 98.626, "proximal": 98.626, "distal": 98.486, "origin_time": 1761163200, "confirmed_at": 1761206400, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.604852+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-1784-1", "direction": "demand", "lower": 99.035, "upper": 99.306, "proximal": 99.306, "distal": 99.035, "origin_time": 1762516800, "confirmed_at": 1762545600, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.604852+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-1788-1", "direction": "demand", "lower": 99.564, "upper": 99.726, "proximal": 99.726, "distal": 99.564, "origin_time": 1762545600, "confirmed_at": 1762761600, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.605854+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-1862-1", "direction": "demand", "lower": 100.337, "upper": 100.879, "proximal": 100.879, "distal": 100.337, "origin_time": 1764072000, "confirmed_at": 1764144000, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.605854+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-1967-1", "direction": "demand", "lower": 102.785, "upper": 102.883, "proximal": 102.883, "distal": 102.785, "origin_time": 1766073600, "confirmed_at": 1766131200, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.606853+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-2087--1", "direction": "supply", "lower": 105.31, "upper": 105.435, "proximal": 105.31, "distal": 105.435, "origin_time": 1768766400, "confirmed_at": 1768795200, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.606853+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-2226-1", "direction": "demand", "lower": 108.421, "upper": 108.531, "proximal": 108.531, "distal": 108.421, "origin_time": 1771358400, "confirmed_at": 1771430400, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.607852+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-2936--1", "direction": "supply", "lower": 114.267, "upper": 114.332, "proximal": 114.267, "distal": 114.332, "origin_time": 1785268800, "confirmed_at": 1785297600, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.607852+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-2945--1", "direction": "supply", "lower": 113.636, "upper": 113.881, "proximal": 113.636, "distal": 113.881, "origin_time": 1785384000, "confirmed_at": 1785427200, "state": "unmitigated"}
12th August 2026 18:56:05 IST | destination_available | {"ts_utc": "2026-08-12T13:26:05.608853+00:00", "ts_ist": "12th August 2026 18:56:05 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDJPY", "zone_id": "4h-2986-1", "direction": "demand", "lower": 110.765, "upper": 111.466, "proximal": 111.466, "distal": 110.765, "origin_time": 1786104000, "confirmed_at": 1786334400, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.803679+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-910-1", "direction": "demand", "lower": 1.06512, "upper": 1.06659, "proximal": 1.06659, "distal": 1.06512, "origin_time": 1745323200, "confirmed_at": 1745395200, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.804681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1212-1", "direction": "demand", "lower": 1.07754, "upper": 1.07861, "proximal": 1.07861, "distal": 1.07754, "origin_time": 1751414400, "confirmed_at": 1751457600, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.805681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1236-1", "direction": "demand", "lower": 1.08251, "upper": 1.08297, "proximal": 1.08297, "distal": 1.08251, "origin_time": 1751932800, "confirmed_at": 1751961600, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.805681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1346-1", "direction": "demand", "lower": 1.09037, "upper": 1.09083, "proximal": 1.09083, "distal": 1.09037, "origin_time": 1753963200, "confirmed_at": 1754020800, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.806681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1427-1", "direction": "demand", "lower": 1.09423, "upper": 1.09445, "proximal": 1.09445, "distal": 1.09423, "origin_time": 1755633600, "confirmed_at": 1755662400, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.806681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1439-1", "direction": "demand", "lower": 1.10283, "upper": 1.10403, "proximal": 1.10403, "distal": 1.10283, "origin_time": 1755806400, "confirmed_at": 1755835200, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.807681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1556-1", "direction": "demand", "lower": 1.11529, "upper": 1.11652, "proximal": 1.11652, "distal": 1.11529, "origin_time": 1758124800, "confirmed_at": 1758153600, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.807681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1558-1", "direction": "demand", "lower": 1.12027, "upper": 1.12091, "proximal": 1.12091, "distal": 1.12027, "origin_time": 1758153600, "confirmed_at": 1758182400, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.808681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1582-1", "direction": "demand", "lower": 1.12592, "upper": 1.12679, "proximal": 1.12679, "distal": 1.12592, "origin_time": 1758643200, "confirmed_at": 1758686400, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.808681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1724-1", "direction": "demand", "lower": 1.13248, "upper": 1.13277, "proximal": 1.13277, "distal": 1.13248, "origin_time": 1761321600, "confirmed_at": 1761523200, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.809681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1734-1", "direction": "demand", "lower": 1.1349, "upper": 1.13562, "proximal": 1.13562, "distal": 1.1349, "origin_time": 1761609600, "confirmed_at": 1761667200, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.809681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1967-1", "direction": "demand", "lower": 1.14454, "upper": 1.14576, "proximal": 1.14576, "distal": 1.14454, "origin_time": 1766088000, "confirmed_at": 1766131200, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.810680+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2152-1", "direction": "demand", "lower": 1.15335, "upper": 1.1555, "proximal": 1.1555, "distal": 1.15335, "origin_time": 1769990400, "confirmed_at": 1770048000, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.810680+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2155-1", "direction": "demand", "lower": 1.1569, "upper": 1.15737, "proximal": 1.15737, "distal": 1.1569, "origin_time": 1770062400, "confirmed_at": 1770091200, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.811681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2163-1", "direction": "demand", "lower": 1.15873, "upper": 1.16025, "proximal": 1.16025, "distal": 1.15873, "origin_time": 1770134400, "confirmed_at": 1770206400, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.811681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2180-1", "direction": "demand", "lower": 1.16577, "upper": 1.16593, "proximal": 1.16593, "distal": 1.16577, "origin_time": 1770408000, "confirmed_at": 1770609600, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.812682+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2223-1", "direction": "demand", "lower": 1.17063, "upper": 1.17103, "proximal": 1.17103, "distal": 1.17063, "origin_time": 1771344000, "confirmed_at": 1771387200, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.812682+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2226-1", "direction": "demand", "lower": 1.17705, "upper": 1.17895, "proximal": 1.17895, "distal": 1.17705, "origin_time": 1771401600, "confirmed_at": 1771430400, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.813681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2658--1", "direction": "supply", "lower": 1.22728, "upper": 1.22839, "proximal": 1.22728, "distal": 1.22839, "origin_time": 1779811200, "confirmed_at": 1779868800, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.813681+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2843--1", "direction": "supply", "lower": 1.21977, "upper": 1.22013, "proximal": 1.21977, "distal": 1.22013, "origin_time": 1783440000, "confirmed_at": 1783483200, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.815185+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2849--1", "direction": "supply", "lower": 1.21534, "upper": 1.21583, "proximal": 1.21534, "distal": 1.21583, "origin_time": 1783512000, "confirmed_at": 1783569600, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.816188+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2961-1", "direction": "demand", "lower": 1.19201, "upper": 1.19292, "proximal": 1.19292, "distal": 1.19201, "origin_time": 1785772800, "confirmed_at": 1785816000, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.816188+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2993-1", "direction": "demand", "lower": 1.19819, "upper": 1.19919, "proximal": 1.19919, "distal": 1.19819, "origin_time": 1786392000, "confirmed_at": 1786435200, "state": "unmitigated"}
12th August 2026 18:56:13 IST | destination_available | {"ts_utc": "2026-08-12T13:26:13.817188+00:00", "ts_ist": "12th August 2026 18:56:13 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-2998-1", "direction": "demand", "lower": 1.20012, "upper": 1.20066, "proximal": 1.20066, "distal": 1.20012, "origin_time": 1786464000, "confirmed_at": 1786507200, "state": "unmitigated"}
12th August 2026 18:56:22 IST | destination_available | {"ts_utc": "2026-08-12T13:26:22.221349+00:00", "ts_ist": "12th August 2026 18:56:22 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDCAD", "zone_id": "4h-851-1", "direction": "demand", "lower": 0.85073, "upper": 0.8522, "proximal": 0.8522, "distal": 0.85073, "origin_time": 1744200000, "confirmed_at": 1744228800, "state": "unmitigated"}
12th August 2026 18:56:22 IST | destination_available | {"ts_utc": "2026-08-12T13:26:22.222349+00:00", "ts_ist": "12th August 2026 18:56:22 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDCAD", "zone_id": "4h-1442-1", "direction": "demand", "lower": 0.89276, "upper": 0.89349, "proximal": 0.89349, "distal": 0.89276, "origin_time": 1755849600, "confirmed_at": 1755878400, "state": "unmitigated"}
12th August 2026 18:56:22 IST | destination_available | {"ts_utc": "2026-08-12T13:26:22.222349+00:00", "ts_ist": "12th August 2026 18:56:22 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDCAD", "zone_id": "4h-1490-1", "direction": "demand", "lower": 0.89711, "upper": 0.89865, "proximal": 0.89865, "distal": 0.89711, "origin_time": 1756843200, "confirmed_at": 1756886400, "state": "unmitigated"}
12th August 2026 18:56:22 IST | destination_available | {"ts_utc": "2026-08-12T13:26:22.223349+00:00", "ts_ist": "12th August 2026 18:56:22 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDCAD", "zone_id": "4h-1504-1", "direction": "demand", "lower": 0.89929, "upper": 0.90047, "proximal": 0.90047, "distal": 0.89929, "origin_time": 1756987200, "confirmed_at": 1757088000, "state": "unmitigated"}
12th August 2026 18:56:22 IST | destination_available | {"ts_utc": "2026-08-12T13:26:22.223349+00:00", "ts_ist": "12th August 2026 18:56:22 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDCAD", "zone_id": "4h-1973-1", "direction": "demand", "lower": 0.91165, "upper": 0.91233, "proximal": 0.91233, "distal": 0.91165, "origin_time": 1766174400, "confirmed_at": 1766376000, "state": "unmitigated"}
12th August 2026 18:56:22 IST | destination_available | {"ts_utc": "2026-08-12T13:26:22.224349+00:00", "ts_ist": "12th August 2026 18:56:22 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDCAD", "zone_id": "4h-2018-1", "direction": "demand", "lower": 0.91338, "upper": 0.91604, "proximal": 0.91604, "distal": 0.91338, "origin_time": 1767182400, "confirmed_at": 1767326400, "state": "unmitigated"}
